% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.790890671e+03 +3.790890671e+03 +3.883830671e+03 +3.883830671e+03 +3.6149e+00 +3.2069e+00 +3.1079e+00 +1.5509e+00 -1.4740e+00 -2.8786e+00 -3.3043e+00 -1.8286e+00 -2.9900e+00 +2.9336e-01 +4.2936e+00 -1.3578e+00 +2.2995e+00 -3.1619e+00 +1.7336e+00 -3.3513e+00 +1.4879e+00 +4.0277e+00 -2.9984e-01 +4.2124e+00
4 +2.211151342e+03 +2.211151342e+03 +2.304091342e+03 +2.304091342e+03 +4.7974e+00 -3.1010e-02 -2.5002e+00 -3.6255e+00 +3.9029e+00 -4.6143e-01 -4.9006e+00 -3.6045e+00 +1.4874e+00 +3.6151e+00 -3.0298e+00 -4.4986e+00 +4.5745e+00 -4.2567e+00 +1.7101e+00 +4.1139e+00 +2.1379e+00 -9.0373e-01 -1.9286e+00 +4.6687e+00
10 +1.401794986e+03 +1.401794986e+03 +1.494734986e+03 +1.494734986e+03 +3.5676e+00 +1.3149e+00 -4.3503e+00 -3.5575e+00 -3.7205e+00 +3.6670e+00 +1.8886e+00 +4.7083e+00 -1.6415e+00 -2.8990e+00 -2.4454e+00 -3.9397e+00 -3.7212e+00 -3.8418e+00 +8.9415e-01 -1.2519e+00 +2.3465e+00 +2.6136e+00 +1.7485e+00 +9.8449e-02
73 +8.464536411e+02 +8.464536411e+02 +9.393936411e+02 +9.393936411e+02 +9.3657e-01 +1.6388e+00 -4.6889e-01 +2.6473e-01 +3.3720e+00 +2.5587e+00 +2.4996e-01 +9.5204e-01 +4.0293e+00 -8.1955e-01 -5.0000e+00 +4.6401e-01 -1.8032e+00 +6.6902e-01 +1.7029e-01 -2.2603e-01 +3.4253e+00 -5.0000e+00 -2.3030e+00 -7.5658e-01
123 +2.608366712e+02 +2.608366712e+02 +3.537766712e+02 +3.537766712e+02 +7.0663e-01 +5.0000e+00 +5.4875e-01 +3.2516e+00 +2.7979e+00 +1.8899e+00 +4.9573e+00 -1.3613e+00 +5.0000e+00 +2.8510e+00 +0.0000e+00 -3.1555e+00 -8.3558e-01 +1.0287e+00 -2.2079e+00 +1.7534e+00 +4.7892e+00 -4.5523e+00 -5.0000e+00 -6.6843e-01
154 +1.779391151e+02 +1.779391151e+02 +2.708791151e+02 +2.708791151e+02 -5.0716e-01 +3.4474e+00 -4.9930e-01 +6.8908e-01 +2.9045e+00 +5.0000e+00 +3.1873e-01 -1.3483e+00 +3.6156e+00 +2.6450e+00 +1.6307e+00 -2.9015e+00 -2.4851e+00 +9.8093e-01 -8.6058e-01 +9.0286e-01 +4.8849e+00 -3.4390e+00 -4.5197e+00 -1.7420e+00
467 +9.810793695e+01 +9.810793695e+01 +1.910479369e+02 +1.910479369e+02 -3.0700e-01 +1.9973e+00 -2.7795e-01 +7.0187e-01 +2.2457e+00 +4.3493e+00 +1.4226e+00 -2.1875e+00 +4.2595e+00 +2.9470e+00 +1.1548e+00 -4.0250e+00 -1.6230e+00 +1.0033e-01 +2.2232e+00 +3.9315e-01 +5.0000e+00 -4.1008e+00 +8.8594e-01 -1.2163e+00
766 +5.760325392e+01 +5.760325392e+01 +1.505432539e+02 +1.505432539e+02 -5.7075e-01 +1.6042e+00 -9.4978e-01 +2.3298e+00 +9.9456e-01 +4.6393e+00 +1.3026e+00 -2.2793e+00 +3.3003e+00 +3.2551e+00 +1.7063e+00 -3.2948e+00 -1.6145e+00 +6.7312e-01 +1.5816e+00 +5.3540e-01 +5.0000e+00 -3.1503e+00 +2.8280e-02 -7.4578e-01
1354 +3.589117932e+01 +3.589117932e+01 +1.288311793e+02 +1.288311793e+02 -1.6367e-01 +2.7353e+00 -7.2778e-02 +1.9034e+00 +1.4295e+00 +4.1764e+00 +1.7164e+00 -2.2045e+00 +2.9603e+00 +4.0431e+00 +1.0324e+00 -3.8141e+00 -1.8166e+00 +1.4598e+00 +1.0267e+00 +3.4678e-01 +5.0000e+00 -4.0864e+00 +5.8266e-02 +5.6559e-01
2176 +2.440192062e+01 +2.440192062e+01 +1.173419206e+02 +1.173419206e+02 +3.1118e-01 +2.1528e+00 +2.3612e-01 +1.9233e+00 +1.6798e+00 +4.0523e+00 +2.2288e+00 -2.2678e+00 +3.1690e+00 +3.4182e+00 +1.2565e+00 -3.7397e+00 -1.1404e+00 +1.6870e+00 +1.6492e+00 +9.2554e-01 +5.0000e+00 -4.4225e+00 +1.2804e-01 +3.1411e-01
