% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.300285579e+03 +1.300285579e+03 +2.300285579e+03 +2.300285579e+03 +3.1936e+00 +1.0273e+00 -3.1074e-01 +3.7090e+00 +5.2664e-01 +4.7164e+00 -1.4205e+00 -1.5532e+00 -4.8928e+00 +3.5555e+00 -8.9052e-01 -4.6768e+00 +3.8088e+00 +1.4570e-01 -1.9613e+00 +3.0372e+00 +3.3091e+00 +4.6386e+00 +3.6451e+00 -4.0551e+00
14 +8.577660049e+02 +8.577660049e+02 +1.857766005e+03 +1.857766005e+03 +3.2483e+00 +3.8380e+00 -7.4965e-01 +1.6994e+00 -8.9899e-03 -4.1581e+00 +1.2029e+00 +9.7207e-01 -3.8277e+00 -2.5691e+00 +5.6797e-01 +2.2165e+00 +3.3461e+00 +3.8852e-01 +2.1884e+00 -1.7856e+00 +3.0437e+00 -2.7170e+00 +3.8873e+00 -3.1774e+00
102 +5.214898884e+02 +5.214898884e+02 +1.521489888e+03 +1.521489888e+03 -4.4181e-01 +2.5685e+00 +1.6175e+00 +1.7350e+00 +3.6086e-01 -6.1272e-01 -1.2598e+00 +2.5345e+00 +7.3841e-01 -4.1456e+00 +1.8771e-01 -2.8373e+00 +5.4374e-01 -1.1191e-01 +2.7860e-01 +3.6514e+00 +1.0226e+00 -6.8620e-02 -6.0704e-01 -2.8984e-01
404 +3.762608336e+02 +3.762608336e+02 +1.376260834e+03 +1.376260834e+03 -5.0239e-01 +3.4010e+00 +2.5215e+00 +4.3384e+00 +1.3994e+00 +1.2770e+00 +2.0494e-01 +1.9697e+00 +1.3488e-01 -9.6526e-01 -3.2445e+00 -1.9912e+00 +2.4392e+00 -7.9318e-01 +1.7053e+00 +4.1440e+00 +1.9492e+00 -1.6154e+00 -2.9365e+00 -1.7170e+00
1078 +2.164901804e+02 +2.164901804e+02 +1.216490180e+03 +1.216490180e+03 -3.2447e+00 +2.1644e+00 +4.5894e+00 +1.8963e+00 +4.0535e+00 -3.4565e+00 -1.3871e+00 -7.5472e-01 -3.4791e-01 +2.3719e-02 -3.5416e+00 -1.5001e-01 -9.4852e-02 -4.9954e+00 +2.3399e+00 +4.9237e+00 +2.6025e+00 -2.6317e+00 -6.5671e-01 +8.1312e-01
2302 +1.486164848e+02 +1.486164848e+02 +1.148616485e+03 +1.148616485e+03 -3.6693e+00 +2.6238e+00 +3.5076e+00 +2.7314e+00 +3.7665e+00 -3.4485e+00 -2.5413e+00 -1.9547e+00 -1.8772e+00 -4.2537e-01 -2.5348e+00 -3.0587e-01 -1.4808e+00 -4.2559e+00 +3.1081e+00 +4.2624e+00 +3.2580e+00 -1.6721e+00 -4.3676e-01 +9.7101e-01
17176 +9.242259237e+01 +9.242259237e+01 +1.092422592e+03 +1.092422592e+03 -3.6195e+00 +3.2970e+00 +3.7674e+00 +3.8948e+00 +3.2125e+00 -3.5177e+00 -2.0440e+00 -6.2212e-01 -2.1952e+00 -6.6671e-01 -2.1143e+00 -9.8260e-01 -1.1292e+00 -4.3507e+00 +3.3196e+00 +4.4308e+00 +3.2182e+00 -8.2754e-01 -5.3713e-01 -2.0975e+00
27843 +6.299691673e+01 +6.299691673e+01 +1.062996917e+03 +1.062996917e+03 -3.6390e+00 +3.1920e+00 +3.8449e+00 +3.8536e+00 +3.2544e+00 -3.5017e+00 -2.0295e+00 -6.0523e-01 -2.2089e+00 -6.2957e-01 -2.0417e+00 -1.0675e+00 -1.0225e+00 -4.3867e+00 +3.2986e+00 +4.4864e+00 +3.1465e+00 -6.8661e-01 -5.9243e-01 -2.0257e+00
35783 +3.936648426e+01 +3.936648426e+01 +1.039366484e+03 +1.039366484e+03 -3.6481e+00 +3.1694e+00 +3.8227e+00 +3.9024e+00 +3.3725e+00 -3.4987e+00 -2.0668e+00 -5.1281e-01 -2.2069e+00 -7.6033e-01 -2.0426e+00 -1.0225e+00 -1.0543e+00 -4.3989e+00 +3.4052e+00 +4.5012e+00 +3.1020e+00 -7.5991e-01 -5.8875e-01 -1.9992e+00
48243 +2.446368259e+01 +2.446368259e+01 +1.024463683e+03 +1.024463683e+03 -3.7285e+00 +3.1461e+00 +3.8577e+00 +3.9847e+00 +3.3769e+00 -3.5276e+00 -2.1285e+00 -5.1438e-01 -2.1470e+00 -8.3481e-01 -2.1025e+00 -9.4328e-01 -1.0717e+00 -4.4310e+00 +3.4583e+00 +4.5301e+00 +3.1697e+00 -6.4533e-01 -5.8196e-01 -1.9822e+00
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.369231980e+03 +3.369231980e+03 +3.439261980e+03 +3.439261980e+03 +2.6688e+00 -1.0067e+00 +3.9495e+00 -3.3162e-01 -3.1694e+00 +8.1615e-01 -4.1946e+00 -1.8214e+00 -4.4679e+00 +1.2942e+00 +1.6204e-01 -4.4807e-01 -4.8974e+00 +3.3363e+00 +1.9270e-01 -1.0184e+00 +7.0893e-01 -4.0964e+00 -4.1591e+00 -4.7400e+00
2 +1.046341398e+03 +1.046341398e+03 +1.116371398e+03 +1.116371398e+03 -2.4042e+00 -2.3010e+00 +3.3385e+00 -1.4069e+00 -6.0536e-01 -4.5928e+00 -1.4395e-01 -3.8588e-01 +4.4609e-01 -2.5918e+00 -3.3078e+00 -2.4846e+00 +1.9922e+00 -3.7679e+00 +4.8946e+00 +4.2294e+00 +3.8500e-01 -2.6962e+00 -1.3140e+00 +1.6797e+00
23 +9.045831638e+02 +9.045831638e+02 +9.746131638e+02 +9.746131638e+02 +2.1281e+00 -1.7958e+00 -3.6061e+00 -1.9013e+00 -1.4913e+00 -1.0967e+00 -1.7820e+00 +4.4961e+00 +2.8810e+00 -2.7232e-01 +1.7417e+00 +2.1812e+00 +2.8590e+00 -3.8377e+00 +2.3877e+00 +1.8132e+00 -4.3412e+00 -2.0511e-01 -4.2954e+00 +4.0197e+00
101 +6.168240470e+02 +6.168240470e+02 +6.868540470e+02 +6.868540470e+02 -2.3312e+00 +3.9157e-01 -1.2160e-01 +1.8484e+00 +3.9165e-01 -1.1204e+00 +8.0544e-01 +1.8076e+00 +5.3214e-01 -3.7058e+00 -3.4504e+00 -5.0000e+00 +1.0256e-01 -1.2638e+00 +1.3311e+00 -1.1119e+00 -3.4218e-01 +5.3193e-01 -5.0000e+00 +2.6002e-01
469 +3.948489022e+02 +3.948489022e+02 +4.648789022e+02 +4.648789022e+02 -3.5246e+00 -3.6084e+00 -1.7271e+00 +2.8105e+00 +1.1494e+00 -2.4808e+00 -3.9555e-01 -5.6391e-01 -4.6310e+00 +1.5697e+00 -3.6053e+00 -4.8561e+00 +1.4335e+00 -1.0709e+00 -1.7791e+00 -1.8807e+00 +1.6787e+00 +4.7134e+00 -2.8148e+00 -2.1769e+00
1332 +2.472976736e+02 +2.472976736e+02 +3.173276736e+02 +3.173276736e+02 -1.8758e+00 -4.6502e+00 -2.3970e+00 +3.7801e-01 -1.1634e+00 -2.1384e+00 +9.0878e-01 +2.6303e+00 -2.7850e+00 +2.2432e-02 -1.7504e+00 -4.1413e+00 +3.8391e+00 -2.2763e+00 -1.0572e+00 -1.4562e+00 +1.9310e+00 +4.1526e+00 -2.9502e+00 +1.7537e+00
9430 +1.574205468e+02 +1.574205468e+02 +2.274505468e+02 +2.274505468e+02 -1.7800e+00 -4.6465e+00 -2.3150e+00 -2.3333e+00 -3.5341e-02 -3.6207e+00 +6.1721e-01 +1.2644e+00 -1.3349e+00 -5.3796e-02 -2.7588e+00 -4.4476e+00 +3.9883e+00 -2.1641e+00 -9.9696e-01 -2.2520e+00 +1.1822e+00 +4.4563e+00 -1.8651e+00 +2.3943e+00
