% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.309776881e+05 +1.309776881e+05 +1.311015181e+05 +1.311015181e+05 -1.6724e+00 +6.2063e-01 -4.1274e+00 +4.2078e+00 +1.5319e+00 +1.6290e+00 +2.1049e-01 -1.3355e+00 -3.3429e+00 +3.0097e+00 -3.3764e+00 -1.8709e+00 -1.8241e+00 -2.6435e+00 -9.9330e-01 +3.4621e+00 -3.9691e+00 +4.1262e+00 -3.8258e-01 -9.9193e-01
26 +9.930699989e+04 +9.930699989e+04 +9.943082989e+04 +9.943082989e+04 -4.8972e-01 +5.2591e-01 -8.9274e-01 +4.0539e+00 -3.3778e-01 -1.3096e-01 +0.0000e+00 -3.3364e+00 -2.0211e+00 +1.6742e+00 -4.6925e+00 -2.6087e+00 -1.1686e+00 -3.4640e+00 -1.0948e+00 +3.3905e+00 -1.1934e+00 +1.5973e+00 -8.1716e-01 +1.3514e+00
46 +3.615482526e+04 +3.615482526e+04 +3.627865526e+04 +3.627865526e+04 -1.8911e-01 +0.0000e+00 -8.9542e-01 +3.6062e+00 -1.9885e+00 +9.7424e-01 +2.6699e+00 -2.4047e-01 -2.9118e+00 +5.3163e-01 +1.9339e+00 -1.2732e-01 +6.0748e-01 -3.2760e+00 -1.1022e+00 +2.2526e+00 -7.7343e-03 +8.4927e-01 +1.1474e-01 -1.9919e-01
51 +2.396071050e+04 +2.396071050e+04 +2.408454050e+04 +2.408454050e+04 -6.3404e-01 +0.0000e+00 -4.3535e-02 +2.6796e+00 +3.2860e-02 -3.5991e-01 +2.8314e+00 +3.4052e+00 -2.7934e+00 -7.6111e-01 +1.3635e+00 +3.5338e-01 +4.6759e-01 +9.3255e-01 -6.7544e-01 +7.1259e-01 -9.7716e-01 +5.3647e-01 -7.9014e-01 -1.0714e-01
93 +1.233180398e+04 +1.233180398e+04 +1.245563398e+04 +1.245563398e+04 +5.1290e-01 +7.7168e-01 +1.2397e+00 +3.0804e+00 -7.4132e-01 -8.3259e-01 +1.0115e+00 +1.0329e+00 -1.0466e-01 +1.2323e+00 +6.1067e-01 +1.0692e+00 +7.3540e-01 -4.4651e-01 -5.4851e-01 +2.6029e+00 -1.6702e-02 +6.8201e-01 -1.0338e+00 -5.7060e-01
162 +7.748672946e+03 +7.748672946e+03 +7.872502946e+03 +7.872502946e+03 -7.2688e-01 -9.8363e-01 +1.2001e+00 +2.8948e+00 -4.3849e-01 +1.3099e+00 +8.3115e-01 +9.0790e-01 +1.1896e+00 +6.3351e-02 +1.0137e+00 +1.1339e+00 -2.6571e-01 -2.0099e+00 +1.8636e-01 +1.9382e+00 -4.0899e-02 +3.6644e-01 +9.8261e-01 -1.8270e-01
192 +5.175668313e+03 +5.175668313e+03 +5.299498313e+03 +5.299498313e+03 +5.8569e-01 +4.3989e-01 +9.4475e-01 +2.8948e+00 -2.4554e+00 +3.2313e-01 +8.2128e-01 +8.9193e-01 +2.0366e-01 +8.1954e-03 +8.5166e-01 +9.4850e-01 -3.5437e-01 -1.2496e+00 +4.5617e-01 +1.3486e+00 -4.7336e-02 +1.6019e-01 +5.5640e-02 -1.5297e-01
283 +1.704466126e+03 +1.704466126e+03 +1.828296126e+03 +1.828296126e+03 +3.5537e-02 -4.1796e-01 +1.4262e+00 +1.6832e+00 -2.8197e-01 +5.8415e-01 +9.8087e-01 +8.7387e-01 -1.2106e+00 -3.5704e-01 +8.5242e-01 +9.8024e-01 -3.0670e-01 -1.1958e+00 +1.1162e+00 -4.3899e-01 -4.9440e-01 -8.0378e-04 +5.1614e-01 -1.8283e-01
363 +1.517604204e+03 +1.517604204e+03 +1.641434204e+03 +1.641434204e+03 +1.0951e-01 -5.5304e-01 +1.3499e+00 +1.3559e+00 +2.2935e-03 +2.9083e-01 +9.8068e-01 +8.7156e-01 -5.0503e-01 -2.8726e-01 +8.4364e-01 +9.7816e-01 -9.9745e-02 -1.3093e+00 +8.7529e-01 +4.8167e-01 -2.4071e-01 -3.1571e-02 +4.5626e-01 -1.8614e-01
534 +7.800254706e+02 +7.800254706e+02 +9.038554706e+02 +9.038554706e+02 +4.0191e-02 +4.2456e-02 +7.8800e-01 +5.5021e-01 +6.8935e-01 -1.0604e-01 +8.4503e-01 +7.7274e-01 +1.1261e-01 +8.1036e-02 +8.1050e-01 +4.8528e-01 -9.0989e-01 +5.0087e-01 +4.1584e-01 +1.0106e+00 -4.5441e-01 +1.2784e-01 +2.7398e-01 +1.1828e-01
624 +4.089155861e+02 +4.089155861e+02 +5.327455861e+02 +5.327455861e+02 +1.8484e-01 +8.0511e-01 +2.8259e-01 +2.9577e-01 -3.1948e-02 -4.9032e-01 +8.3312e-01 +9.9116e-01 -1.1137e-01 -2.1182e-01 +7.5609e-01 +4.7293e-01 -4.2087e-01 -4.8375e-02 +7.9262e-01 +4.7655e-01 -5.2178e-01 -2.1071e-01 +2.0261e-01 +8.9473e-02
724 +3.742507073e+02 +3.742507073e+02 +4.980807073e+02 +4.980807073e+02 +1.2723e-01 +7.7339e-01 +3.6712e-01 +1.9559e-01 +6.4752e-02 -5.9981e-01 +8.6183e-01 +1.0044e+00 -1.3149e-01 -1.4891e-01 +7.5622e-01 +4.6862e-01 -3.8753e-01 +8.2830e-01 +4.5300e-01 +5.0002e-01 -5.0667e-01 +9.2691e-02 +2.1181e-01 -1.0242e+00
909 +2.447495099e+02 +2.447495099e+02 +3.685795099e+02 +3.685795099e+02 +1.2637e-01 +6.7084e-01 +5.0098e-01 -1.8972e-03 +6.3534e-02 -4.0595e-01 +8.0271e-01 +9.4277e-01 -2.9387e-01 -4.8822e-01 +8.0076e-01 +4.4850e-01 -4.2420e-01 +5.7465e-01 +4.0377e-01 +4.9291e-01 -5.0814e-01 +2.0665e-01 -3.0971e-01 -5.7741e-01
1185 +1.559098376e+02 +1.559098376e+02 +2.797398376e+02 +2.797398376e+02 +4.3131e-02 +1.0390e+00 +1.6403e-01 -3.3860e-01 -1.9128e-02 +3.3348e-02 +6.4185e-01 +6.0570e-01 -2.7828e-01 -8.8612e-01 +7.8527e-01 +4.6280e-01 -7.3984e-02 +5.3910e-01 +3.1476e-01 +8.6462e-01 -5.5393e-01 +1.5449e-01 -1.7938e-01 -2.9212e-01
1612 +9.915837176e+01 +9.915837176e+01 +2.229883718e+02 +2.229883718e+02 +4.0962e-02 +1.0155e+00 +5.5286e-01 -1.4656e-01 -1.4071e-01 -1.3154e-04 +5.1921e-01 +3.2138e-01 -2.5091e-01 -9.0977e-01 +4.0937e-01 +4.1299e-01 -2.6538e-01 +4.2749e-01 +3.6225e-01 +4.9728e-01 -5.8508e-01 +1.5754e-01 -1.7823e-02 -3.8779e-01
