% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.045721431e+02 +7.045721431e+02 +8.071821431e+02 +8.071821431e+02 +2.4635e+00 -6.1857e-01 +3.3706e+00 -1.3056e+00 -4.3275e+00 -1.9993e+00 +2.1622e+00 +1.9040e+00 +4.3819e+00 +1.4036e+00 -7.6641e-01 -6.9748e-02 -3.5074e+00 -2.6863e+00 -2.5071e+00 +4.2272e+00 -3.5688e+00 -2.5043e+00 +4.6488e+00 +7.6381e-01
9 +5.891638532e+02 +5.891638532e+02 +6.917738532e+02 +6.917738532e+02 +2.3316e+00 +1.6258e+00 -3.3734e+00 -1.2771e+00 -3.9413e+00 -1.9290e+00 +3.7125e-01 -1.1865e+00 -3.4147e+00 -1.2990e+00 -4.1085e+00 -8.3248e-01 -4.7807e+00 -3.7280e+00 +2.2508e+00 +6.9212e-01 -2.9657e+00 -2.7064e-02 -1.8579e+00 +9.5476e-01
252 +3.332628601e+02 +3.332628601e+02 +4.358728601e+02 +4.358728601e+02 -3.7669e+00 -2.5879e+00 +3.1181e+00 +0.0000e+00 +2.8733e-01 +1.6607e-01 -5.8189e-01 +1.5680e+00 +2.1595e+00 -8.7698e-01 +0.0000e+00 +2.0880e+00 +7.1202e-01 -6.6409e-01 +8.9438e-01 +2.4765e+00 +1.9282e+00 +1.8658e+00 -7.3225e-01 -9.1596e-01
5662 +2.449937707e+02 +2.449937707e+02 +3.476037707e+02 +3.476037707e+02 -3.7731e+00 -7.1620e-01 +2.0674e+00 -1.2736e+00 -5.2736e-01 +6.8505e-01 +1.2624e+00 +1.9334e+00 +2.2291e-01 -1.0310e+00 +1.5591e+00 +1.6822e+00 +9.8169e-01 -6.4167e-01 +3.1274e-01 +1.5791e+00 +1.1833e+00 -1.8471e-01 -2.6412e+00 -7.4611e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.634240757e+02 +9.634240757e+02 +1.056724076e+03 +1.056724076e+03 +4.0289e+00 -5.6394e-01 +2.9975e+00 +4.9204e+00 -3.3702e+00 +4.9617e-01 +1.3886e+00 +1.3453e+00 +1.9759e+00 -4.3110e+00 +4.1261e+00 -4.4249e+00 +3.8101e+00 +3.0090e+00 +4.4684e+00 +3.3610e-01 +2.2342e+00 +2.7193e+00 +4.5238e+00 -4.9483e+00
13 +6.209716381e+02 +6.209716381e+02 +7.142716381e+02 +7.142716381e+02 -7.0897e-01 +1.2921e+00 +2.0734e+00 +3.0570e+00 -2.9541e+00 -3.6434e+00 +3.6533e+00 +1.1414e+00 +2.5430e+00 +1.2517e+00 -2.6799e+00 +1.3762e+00 +6.8297e-01 +1.3051e+00 -4.4262e+00 +1.2862e+00 -5.2531e-01 +4.1436e-01 -8.9060e-01 +2.1923e+00
152 +3.520603484e+02 +3.520603484e+02 +4.453603484e+02 +4.453603484e+02 +5.5543e-01 -3.0144e+00 -7.8133e-01 -1.0954e+00 -1.9266e+00 +3.1721e+00 -1.0833e+00 +9.9819e-02 -2.2150e+00 -1.1063e+00 +3.8054e+00 +2.3223e+00 -6.9402e-01 +2.9026e+00 -2.0841e+00 +1.0375e+00 +1.6036e+00 -1.6215e+00 +0.0000e+00 -6.1213e-01
14771 +2.490208918e+02 +2.490208918e+02 +3.423208918e+02 +3.423208918e+02 +1.1121e+00 -1.2851e-01 -8.1188e-01 -3.4123e+00 -1.9163e+00 +2.0206e+00 +6.0927e-01 +8.4701e-01 -2.5448e+00 -2.6336e+00 +1.9255e+00 +2.1769e+00 +2.0377e+00 +3.0492e+00 -2.7528e+00 -6.7882e-01 +1.5130e-01 +1.7506e+00 -1.2739e+00 -6.3112e-01
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
