% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.355456379e+03 +1.355456379e+03 +2.355456379e+03 +2.355456379e+03 -1.8374e+00 +1.0721e+00 -4.9826e+00 +4.0937e+00 +9.3819e-01 -5.0059e-01 -6.5005e-01 -1.1399e+00 -6.3378e-01 +2.1899e+00 +7.0529e-01 +1.5405e+00 +2.7521e-01 -2.9999e+00 -1.6738e+00 +4.7536e-01 -3.2447e+00 -7.0978e-01 -2.2256e+00 -1.7556e+00
11 +9.640271854e+02 +9.640271854e+02 +1.964027185e+03 +1.964027185e+03 +9.9839e-01 +3.4570e+00 -1.2298e+00 -3.7508e-02 -2.6403e+00 +4.4028e+00 +5.9893e-01 -2.4090e+00 -1.7086e+00 +3.1100e+00 -2.5624e+00 -5.9975e-01 -3.2904e+00 +4.3403e+00 +4.5430e-01 +9.0311e-01 +4.0835e+00 -2.4759e+00 -4.6941e+00 +2.7210e-01
313 +5.590692407e+02 +5.590692407e+02 +1.559069241e+03 +1.559069241e+03 -4.0264e+00 +6.1268e+00 +1.5643e+00 +1.7723e+00 -1.6510e+00 +4.6075e-01 -2.3514e+00 +2.9381e+00 +4.1949e-01 -3.0769e+00 -2.5808e+00 -1.1015e-01 +1.5945e+00 -1.0297e+00 +4.8245e+00 +3.9572e+00 +5.5683e+00 +1.5731e-01 -6.5928e-01 -1.1158e+00
614 +3.757019617e+02 +3.757019617e+02 +1.375701962e+03 +1.375701962e+03 -2.3532e+00 +6.0061e+00 +4.6210e+00 +1.0274e+00 +1.6520e+00 -1.5347e+00 -1.0763e-01 +1.7064e+00 -4.4443e+00 -1.7823e+00 -3.3801e+00 -4.7940e-01 -1.6222e+00 +4.5914e-01 +5.1357e+00 +2.6208e+00 +4.1784e+00 +8.6316e-01 -2.5924e+00 +3.0888e+00
4126 +2.425020186e+02 +2.425020186e+02 +1.242502019e+03 +1.242502019e+03 -2.0895e+00 +5.4515e+00 +4.2261e+00 +3.5535e+00 +3.2770e+00 -1.7891e+00 -2.8605e+00 +1.9206e+00 -3.1387e+00 +3.4478e-01 -3.6450e+00 -3.6767e+00 -1.3030e+00 -2.3763e+00 +2.6934e+00 +4.0463e+00 +3.1132e+00 +1.3491e+00 -8.2785e-01 +1.0552e-01
15448 +1.547255655e+02 +1.547255655e+02 +1.154725566e+03 +1.154725566e+03 -3.7141e+00 +3.0933e+00 +3.2064e+00 +2.6005e+00 +2.4565e+00 -5.4336e+00 -2.1814e+00 +7.2785e-01 -3.3248e+00 -4.8568e-01 -1.8268e+00 -1.0007e+00 -9.4414e-01 -2.1899e+00 +2.2617e+00 +3.1708e+00 +2.3491e+00 +2.1235e+00 -4.0500e-01 +1.3446e-02
397437 +9.867328299e+01 +9.867328299e+01 +1.098673283e+03 +1.098673283e+03 -3.0657e+00 +3.6801e+00 +3.8053e+00 +2.3386e+00 +2.4991e+00 -3.3707e+00 -1.9351e+00 -1.0682e+00 -2.8150e+00 -3.4909e-01 -1.8597e+00 -1.3712e+00 -5.2064e-01 -3.9892e+00 +3.2331e+00 +3.4901e+00 +3.7138e+00 -1.4476e+00 -7.9172e-01 -1.3413e+00
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.943576947e+03 +2.943576947e+03 +3.013606947e+03 +3.013606947e+03 -2.9060e+00 +3.1077e-01 +3.1491e+00 -3.0396e+00 +9.2129e-01 +8.6010e-01 -1.5460e+00 -4.7665e+00 -1.8884e+00 +2.9277e+00 +3.4546e+00 -3.4151e+00 +2.0612e+00 +1.7722e+00 +2.1374e+00 +1.3599e+00 -4.5421e+00 +3.6505e+00 +3.6169e+00 -3.7055e+00
2 +2.284796738e+03 +2.284796738e+03 +2.354826738e+03 +2.354826738e+03 -2.3896e-01 +2.5014e+00 -4.8103e+00 -1.0476e+00 -1.7010e+00 -4.5601e+00 +9.3312e-01 +2.7078e+00 -1.2556e-01 -1.6289e+00 +3.7110e+00 +4.3682e+00 -2.2419e+00 -9.5628e-01 -4.9882e+00 +4.1887e+00 +2.0421e+00 -1.2994e+00 +4.3587e+00 +1.3146e+00
4 +1.461893614e+03 +1.461893614e+03 +1.531923614e+03 +1.531923614e+03 +1.1043e+00 -1.2854e+00 -1.9644e+00 -2.1699e-01 -3.9715e+00 -1.2346e+00 +2.8779e+00 +1.2130e+00 +2.8417e+00 -3.4332e-01 +1.0845e+00 +4.9980e+00 -3.9826e+00 +5.3547e-01 +3.1049e+00 -3.0624e+00 +8.4011e-01 -3.2991e+00 -1.6377e+00 -4.2024e+00
25 +8.189345125e+02 +8.189345125e+02 +8.889645125e+02 +8.889645125e+02 -4.3989e+00 -3.6535e+00 -3.2396e+00 -3.4042e+00 -1.7417e+00 -1.9017e-01 -1.8854e+00 -2.3222e+00 -3.4132e+00 -1.7099e+00 +3.1374e+00 +3.0452e+00 +1.8453e+00 -1.2084e+00 -2.5519e+00 -3.5136e+00 -1.4748e+00 -1.9842e+00 -3.5499e+00 +3.7270e+00
410 +6.009290331e+02 +6.009290331e+02 +6.709590331e+02 +6.709590331e+02 -1.3249e+00 -7.7516e+00 -3.5999e+00 -2.9073e+00 -2.7810e+00 -1.9995e+00 -6.9771e-01 +4.3303e-01 -6.5035e-01 +3.2580e-01 -6.7218e-01 -2.2664e+00 +5.6855e-01 -3.0997e+00 -2.2527e-02 +1.7232e+00 -1.8110e+00 +1.9664e+00 +1.1849e-01 -9.0808e-01
