% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.402933546e+03 +2.402933546e+03 +2.432903546e+03 +2.432903546e+03 -2.1362e+00 +1.6803e+00 -2.5304e+00 -1.8471e+00 +3.6060e+00 +1.1927e+00 +3.3094e+00 -1.5592e+00 +4.9672e+00 -6.5190e-01 +5.5570e-01 +2.7307e+00 +2.6029e+00 +3.9184e-02 +2.0897e+00 -2.9245e+00 +3.8713e+00 +1.3248e+00 -3.5700e-02 +1.7013e+00
1105 +1.518436589e+03 +1.518436589e+03 +1.548406589e+03 +1.548406589e+03 +8.4757e-01 +1.6297e+00 +1.8472e+00 -4.0800e+00 +2.7532e+00 +3.8399e-01 -7.9989e+00 -7.8510e+00 -4.5953e-01 +5.7602e-01 +6.6646e-01 +2.8131e-01 +4.5291e+00 +1.6432e+00 +7.9777e-01 +4.1108e+00 -6.0446e+00 +3.4801e+00 +1.4938e+00 -3.2266e+00
2376 +8.700401255e+02 +8.700401255e+02 +9.000101255e+02 +9.000101255e+02 +1.6634e+00 -2.8218e+00 -2.7130e+00 -2.2653e+00 +3.3254e+00 -7.1609e-01 -3.9748e+00 -6.3434e+00 +3.8150e-01 -3.2185e+00 -1.3831e+00 -4.7375e-01 +3.1000e+00 +2.9200e+00 +6.1621e-01 +3.0554e+00 -4.2859e+00 +3.5949e+00 +1.7548e+00 -3.7890e+00
4405 +5.972310210e+02 +5.972310210e+02 +6.272010210e+02 +6.272010210e+02 +2.0612e+00 -2.5096e+00 -3.8403e+00 -1.8242e+00 +2.1138e+00 +1.4143e+00 -4.1308e+00 -4.5564e+00 -1.2692e+00 -1.4834e+00 -1.1534e+00 +1.7600e-01 +1.6933e+00 +1.4787e+00 +1.7789e-01 +2.5177e+00 -5.1035e+00 +1.2106e+00 +1.7304e+00 -4.4511e+00
6705 +3.473810918e+02 +3.473810918e+02 +3.773510918e+02 +3.773510918e+02 +1.0207e+00 -2.3708e+00 -2.5237e+00 -2.8686e+00 +3.5079e+00 +3.1172e+00 -4.3594e+00 -3.4500e+00 -2.1647e-01 -2.1633e+00 +8.6014e-01 -9.3946e-01 +3.7461e+00 +2.0729e+00 -9.0099e-01 +3.4053e+00 -3.5761e+00 +4.6504e-01 +2.5521e+00 -3.4048e+00
9111 +2.450376669e+02 +2.450376669e+02 +2.750076669e+02 +2.750076669e+02 +1.4819e+00 -2.0257e+00 -2.9828e+00 -2.6840e+00 +3.6630e+00 +2.6732e+00 -4.5263e+00 -3.7277e+00 -3.7394e-01 -2.2806e+00 -2.8895e-01 -1.0691e+00 +3.6836e+00 +2.6437e+00 -1.1238e+00 +2.5294e+00 -3.3143e+00 +7.0128e-01 +2.4620e+00 -3.6163e+00
11738 +1.484831384e+02 +1.484831384e+02 +1.784531384e+02 +1.784531384e+02 +1.6252e+00 -1.7451e+00 -3.4485e+00 -2.1668e+00 +2.8499e+00 +2.7670e+00 -4.3041e+00 -3.1201e+00 -1.3861e-01 -2.1800e+00 +7.3775e-01 -1.0374e+00 +3.4387e+00 +2.0461e+00 -1.2181e+00 +2.8057e+00 -3.0521e+00 -3.8802e-01 +1.9122e+00 -3.4124e+00
14901 +9.594138495e+01 +9.594138495e+01 +1.259113850e+02 +1.259113850e+02 +1.2205e+00 -1.7018e+00 -3.8466e+00 -1.9845e+00 +2.9639e+00 +3.0809e+00 -4.2052e+00 -3.3135e+00 +4.7181e-01 -2.0154e+00 +9.1545e-01 -1.1903e+00 +3.9119e+00 +2.1459e+00 -1.5207e+00 +2.5244e+00 -2.8374e+00 -2.9017e-01 +1.5237e+00 -3.5139e+00
16902 +6.139615303e+01 +6.139615303e+01 +9.136615303e+01 +9.136615303e+01 +1.0937e+00 -1.7325e+00 -3.4794e+00 -1.9291e+00 +2.9391e+00 +2.9737e+00 -4.2173e+00 -3.3595e+00 +5.3936e-01 -1.9700e+00 +9.5907e-01 -1.4226e+00 +3.8253e+00 +2.2407e+00 -1.5258e+00 +2.7545e+00 -3.0527e+00 -3.9700e-01 +1.6808e+00 -3.5979e+00
19154 +3.652079476e+01 +3.652079476e+01 +6.649079476e+01 +6.649079476e+01 +1.0211e+00 -1.8061e+00 -3.6107e+00 -2.0070e+00 +3.1408e+00 +3.1005e+00 -4.0235e+00 -3.1280e+00 +6.3962e-01 -1.9116e+00 +1.0577e+00 -1.4548e+00 +3.9263e+00 +2.3047e+00 -1.4735e+00 +2.7354e+00 -2.9023e+00 -4.0600e-01 +1.6482e+00 -3.5300e+00
