% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.321783768e+03 +3.321783768e+03 +3.351753768e+03 +3.351753768e+03 +3.1004e+00 +3.5544e+00 +2.6395e+00 -3.1530e+00 -9.2448e-01 -2.7227e+00 +9.7031e-01 -3.9871e-01 +2.9783e+00 -1.9171e-02 -1.9052e+00 +3.4343e+00 +2.8221e+00 -3.6421e+00 -2.5112e+00 -3.7745e-02 -1.6766e+00 +3.3144e+00 -2.2056e+00 +8.8209e-02
38 +2.310145058e+03 +2.310145058e+03 +2.340115058e+03 +2.340115058e+03 +3.9610e+00 -2.3101e+00 +2.8579e+00 -4.1177e-01 +2.8368e+00 -2.7356e+00 +1.7103e+00 -5.4515e+00 +2.0859e+00 -3.5543e-01 -9.9459e-01 -5.2639e-01 +6.1891e+00 +5.8597e-01 -3.0130e+00 +1.3839e+00 -8.4342e-01 +1.8457e+00 -7.3402e-01 +1.4809e+00
124 +1.421788879e+03 +1.421788879e+03 +1.451758879e+03 +1.451758879e+03 +5.9793e+00 -1.6052e+00 -3.5278e+00 -1.3692e+00 -1.0273e-01 -1.8666e+00 -3.2956e-01 -6.1096e+00 +2.1378e+00 -8.1844e-01 +1.0402e+00 +2.7543e+00 +2.6869e+00 +3.0676e-01 -1.3559e+00 +3.0365e+00 -1.6705e+00 +2.2500e-03 -1.0332e+00 -1.3283e+00
286 +9.646747209e+02 +9.646747209e+02 +9.946447209e+02 +9.946447209e+02 +2.1790e+00 -1.1049e+00 -4.2257e+00 -1.7306e+00 +1.8899e+00 +1.0607e+00 -3.8036e+00 -5.5356e+00 +5.8103e-02 +4.0655e-01 +1.3203e+00 -1.6613e-01 +4.9563e+00 -1.1963e+00 -2.0236e+00 +3.8112e+00 -1.5452e+00 -1.5208e+00 +1.1989e-01 -1.4618e+00
442 +6.237848100e+02 +6.237848100e+02 +6.537548100e+02 +6.537548100e+02 +1.8990e+00 -1.3454e+00 -4.0086e+00 -2.9720e+00 +1.4172e+00 +2.3805e+00 -4.1898e+00 -4.6789e+00 +1.1019e+00 -7.7032e-01 +1.9578e+00 -8.1160e-02 +4.2530e+00 +2.2358e+00 -2.6443e-01 +1.7461e+00 -3.1967e+00 -2.5398e-01 +6.7832e-01 -3.6645e+00
542 +3.974215630e+02 +3.974215630e+02 +4.273915630e+02 +4.273915630e+02 +1.1592e+00 -9.5242e-01 -3.5752e+00 -1.1149e+00 +2.5624e+00 +2.6389e+00 -4.4934e+00 -3.4292e+00 +1.2053e+00 -2.0480e+00 +2.6920e+00 -1.0951e+00 +5.0716e+00 +2.3279e+00 -1.9504e+00 +2.4976e+00 -1.6872e+00 -1.3384e+00 +1.3913e+00 -3.4015e+00
639 +2.162399652e+02 +2.162399652e+02 +2.462099652e+02 +2.462099652e+02 +6.9607e-01 -1.9409e+00 -3.8469e+00 -2.1124e+00 +3.4055e+00 +3.2699e+00 -3.5538e+00 -3.3481e+00 +1.1724e+00 -2.0816e+00 +1.2541e+00 -1.5833e+00 +4.7702e+00 +2.1578e+00 -1.4265e+00 +2.6008e+00 -2.7812e+00 -1.3772e+00 +1.2999e+00 -3.1491e+00
762 +1.452450814e+02 +1.452450814e+02 +1.752150814e+02 +1.752150814e+02 +6.5765e-01 -1.9469e+00 -3.8511e+00 -2.3683e+00 +3.4772e+00 +3.6471e+00 -4.0623e+00 -2.8641e+00 +8.6055e-01 -1.5311e+00 +1.2546e+00 -1.6208e+00 +4.0354e+00 +2.0197e+00 -1.3235e+00 +2.3802e+00 -2.6464e+00 -1.1263e+00 +1.7900e+00 -3.3560e+00
783 +9.660399416e+01 +9.660399416e+01 +1.265739942e+02 +1.265739942e+02 +9.2238e-01 -1.7958e+00 -3.8510e+00 -1.8926e+00 +3.0746e+00 +3.7285e+00 -3.8022e+00 -2.6157e+00 +1.1879e+00 -1.8139e+00 +1.4802e+00 -1.8171e+00 +3.9921e+00 +2.4774e+00 -1.3547e+00 +2.4881e+00 -2.2679e+00 -1.6082e+00 +1.4806e+00 -3.1862e+00
1018 +6.148248286e+01 +6.148248286e+01 +9.145248286e+01 +9.145248286e+01 +8.5995e-01 -1.8687e+00 -3.5998e+00 -2.0158e+00 +3.0200e+00 +3.4373e+00 -3.9124e+00 -2.7219e+00 +9.3135e-01 -1.7342e+00 +1.2697e+00 -1.8046e+00 +4.0289e+00 +2.2880e+00 -1.5241e+00 +2.8795e+00 -2.6802e+00 -1.2230e+00 +1.5512e+00 -3.3803e+00
1131 +3.801946938e+01 +3.801946938e+01 +6.798946938e+01 +6.798946938e+01 +8.3056e-01 -1.8033e+00 -3.6301e+00 -1.9387e+00 +3.0524e+00 +3.3985e+00 -3.7764e+00 -2.7188e+00 +8.9911e-01 -1.8412e+00 +1.3630e+00 -1.7340e+00 +4.0177e+00 +2.3860e+00 -1.5513e+00 +2.6980e+00 -2.5557e+00 -1.1682e+00 +1.5166e+00 -3.2761e+00
1202 +2.300945653e+01 +2.300945653e+01 +5.297945653e+01 +5.297945653e+01 +8.5153e-01 -1.7417e+00 -3.6673e+00 -1.9568e+00 +3.0961e+00 +3.4689e+00 -3.8886e+00 -2.8421e+00 +9.6602e-01 -1.7905e+00 +1.3403e+00 -1.7453e+00 +4.0467e+00 +2.3696e+00 -1.5167e+00 +2.7156e+00 -2.4790e+00 -1.1119e+00 +1.4949e+00 -3.2733e+00
1484 +1.410326111e+01 +1.410326111e+01 +4.407326111e+01 +4.407326111e+01 +8.3051e-01 -1.7028e+00 -3.6797e+00 -1.9475e+00 +3.1296e+00 +3.4184e+00 -3.8990e+00 -2.7965e+00 +9.3158e-01 -1.7609e+00 +1.3435e+00 -1.7287e+00 +4.0279e+00 +2.3946e+00 -1.5203e+00 +2.6821e+00 -2.5317e+00 -1.0829e+00 +1.5438e+00 -3.2840e+00
1566 +9.912389155e+00 +9.912389155e+00 +3.988238915e+01 +3.988238915e+01 +8.4193e-01 -1.7100e+00 -3.6913e+00 -1.9166e+00 +3.1219e+00 +3.4158e+00 -3.9098e+00 -2.7846e+00 +9.1008e-01 -1.7528e+00 +1.3562e+00 -1.7590e+00 +4.0230e+00 +2.3934e+00 -1.5318e+00 +2.6869e+00 -2.5514e+00 -1.0973e+00 +1.5000e+00 -3.2773e+00
1629 +6.268926754e+00 +6.268926754e+00 +3.623892675e+01 +3.623892675e+01 +8.1985e-01 -1.7188e+00 -3.7027e+00 -1.9224e+00 +3.1155e+00 +3.4220e+00 -3.8959e+00 -2.8073e+00 +9.0734e-01 -1.7620e+00 +1.3328e+00 -1.7458e+00 +4.0322e+00 +2.3823e+00 -1.5303e+00 +2.6689e+00 -2.5452e+00 -1.0806e+00 +1.5082e+00 -3.2888e+00
1797 +3.901247866e+00 +3.901247866e+00 +3.387124787e+01 +3.387124787e+01 +8.1614e-01 -1.6917e+00 -3.6987e+00 -1.9139e+00 +3.1265e+00 +3.4266e+00 -3.8923e+00 -2.8058e+00 +9.1639e-01 -1.7647e+00 +1.3363e+00 -1.7557e+00 +4.0421e+00 +2.3937e+00 -1.5331e+00 +2.6612e+00 -2.5299e+00 -1.0646e+00 +1.4959e+00 -3.2835e+00
2034 +2.461637079e+00 +2.461637079e+00 +3.243163708e+01 +3.243163708e+01 +7.9993e-01 -1.6919e+00 -3.6957e+00 -1.9106e+00 +3.1283e+00 +3.4273e+00 -3.8857e+00 -2.8050e+00 +9.1452e-01 -1.7591e+00 +1.3469e+00 -1.7583e+00 +4.0441e+00 +2.3925e+00 -1.5376e+00 +2.6602e+00 -2.5345e+00 -1.0647e+00 +1.4975e+00 -3.2781e+00
