% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.545034424e+03 +2.545034424e+03 +2.575004424e+03 +2.575004424e+03 +1.8903e+00 -2.8985e+00 -7.3071e-01 +3.1672e+00 -2.3188e+00 -1.2156e+00 -8.7545e-01 -1.4033e+00 +1.5883e+00 -2.0129e+00 +2.2024e+00 -1.0970e+00 -6.9239e-01 -5.8388e-01 +5.4911e-01 -4.4562e-01 +2.6710e+00 +1.5826e+00 +3.5977e+00 -3.7487e+00
7 +2.509413929e+03 +2.509413929e+03 +2.539383929e+03 +2.539383929e+03 -4.8524e-01 -7.3032e+00 +1.2420e+00 +2.1299e+00 -1.6640e+00 -7.4751e-01 -8.3251e-01 -3.4112e+00 -3.0599e-01 -2.7617e+00 -1.6936e-01 -3.2088e+00 +2.2526e+00 -4.7239e-01 -1.8855e+00 -5.2808e-01 +4.1436e-01 -1.1159e+00 +3.0755e+00 -1.8418e+00
65 +1.582176325e+03 +1.582176325e+03 +1.612146325e+03 +1.612146325e+03 +2.7398e+00 -3.1711e+00 -1.4287e+00 -1.8010e+00 +3.7548e+00 +1.2335e+00 +1.8777e-01 +1.4376e-01 +2.7392e+00 -2.5162e+00 +7.9560e-01 -3.0821e+00 +3.0080e-01 +1.9605e+00 +9.5506e-01 +1.2419e+00 +9.0929e-01 +1.5656e+00 +3.0574e+00 -8.3770e-02
207 +9.317866172e+02 +9.317866172e+02 +9.617566172e+02 +9.617566172e+02 -2.0611e+00 -1.1421e+00 -4.9553e+00 -1.2723e+00 +4.7239e+00 +3.5205e+00 -2.9627e+00 -2.2546e+00 +2.1068e+00 -7.7587e-01 +8.5988e-01 -9.0289e-01 +5.8227e+00 +3.4445e+00 +2.0978e-01 -8.0310e-01 -2.5429e-01 -3.2352e+00 +1.6786e+00 -4.0011e-01
360 +6.176509560e+02 +6.176509560e+02 +6.476209560e+02 +6.476209560e+02 -1.2481e+00 -3.9982e+00 -3.5386e+00 -2.6475e+00 +3.6002e+00 +3.8584e+00 -2.4449e+00 -5.5731e-01 +1.6462e+00 -1.1541e+00 +5.3640e-01 -2.0962e+00 +5.3360e+00 +3.1368e+00 -1.2765e+00 +2.3426e+00 -2.3010e+00 -3.0070e+00 +2.3335e+00 -1.4624e+00
448 +3.152104584e+02 +3.152104584e+02 +3.451804584e+02 +3.451804584e+02 -2.4235e-01 -1.9493e+00 -4.2751e+00 -2.3691e+00 +2.9217e+00 +4.0483e+00 -3.0486e+00 -1.2367e+00 +1.8198e+00 -1.7922e+00 +2.0264e+00 -2.2400e+00 +4.1174e+00 +2.8609e+00 -8.0699e-01 +2.4828e+00 -1.7606e+00 -2.7485e+00 +1.2621e+00 -2.4224e+00
629 +2.036517073e+02 +2.036517073e+02 +2.336217073e+02 +2.336217073e+02 +2.8028e-01 -2.0459e+00 -3.9322e+00 -1.9878e+00 +2.9935e+00 +3.6582e+00 -3.6531e+00 -1.9947e+00 +1.4296e+00 -1.0871e+00 +1.3230e+00 -1.9652e+00 +4.2593e+00 +2.2888e+00 -9.0080e-01 +2.3209e+00 -2.1735e+00 -1.9990e+00 +1.6113e+00 -2.5767e+00
699 +1.508394443e+02 +1.508394443e+02 +1.808094443e+02 +1.808094443e+02 +6.4457e-01 -1.5735e+00 -3.4065e+00 -2.0058e+00 +3.4944e+00 +3.7560e+00 -3.7595e+00 -2.4455e+00 +1.4887e+00 -1.7453e+00 +1.7478e+00 -2.3346e+00 +4.1885e+00 +2.3501e+00 -1.3373e+00 +2.5200e+00 -2.0741e+00 -1.9277e+00 +1.5720e+00 -2.8090e+00
830 +8.828002164e+01 +8.828002164e+01 +1.182500216e+02 +1.182500216e+02 +4.3239e-01 -1.7580e+00 -3.6855e+00 -1.7640e+00 +3.2448e+00 +3.6185e+00 -3.8456e+00 -2.3893e+00 +1.2740e+00 -1.7280e+00 +1.6003e+00 -2.1920e+00 +4.2545e+00 +2.4069e+00 -1.4951e+00 +2.7364e+00 -2.1840e+00 -1.6481e+00 +1.4534e+00 -2.9949e+00
897 +6.296932161e+01 +6.296932161e+01 +9.293932161e+01 +9.293932161e+01 +5.5130e-01 -1.7261e+00 -3.7744e+00 -1.6181e+00 +3.1258e+00 +3.7986e+00 -3.6711e+00 -2.3267e+00 +1.3305e+00 -1.6180e+00 +1.7469e+00 -2.1115e+00 +4.1646e+00 +2.5475e+00 -1.6681e+00 +2.6639e+00 -2.2477e+00 -1.6410e+00 +1.3101e+00 -3.0265e+00
1093 +3.889219752e+01 +3.889219752e+01 +6.886219752e+01 +6.886219752e+01 +5.7869e-01 -1.7572e+00 -3.7538e+00 -1.8102e+00 +3.1936e+00 +3.6860e+00 -3.6644e+00 -2.4655e+00 +1.3495e+00 -1.6903e+00 +1.7037e+00 -2.0900e+00 +4.2487e+00 +2.5065e+00 -1.7018e+00 +2.7051e+00 -2.2799e+00 -1.6268e+00 +1.3885e+00 -3.0782e+00
1298 +2.318921129e+01 +2.318921129e+01 +5.315921129e+01 +5.315921129e+01 +5.5589e-01 -1.6889e+00 -3.8167e+00 -1.8301e+00 +3.1840e+00 +3.7786e+00 -3.6964e+00 -2.4432e+00 +1.3209e+00 -1.6048e+00 +1.7025e+00 -2.0599e+00 +4.2712e+00 +2.4819e+00 -1.6233e+00 +2.6021e+00 -2.1827e+00 -1.7224e+00 +1.4377e+00 -3.0718e+00
1481 +1.503559227e+01 +1.503559227e+01 +4.500559227e+01 +4.500559227e+01 +5.4307e-01 -1.6761e+00 -3.8041e+00 -1.8190e+00 +3.1746e+00 +3.7495e+00 -3.6867e+00 -2.4459e+00 +1.2972e+00 -1.6380e+00 +1.6967e+00 -2.0131e+00 +4.2521e+00 +2.5090e+00 -1.6071e+00 +2.5946e+00 -2.2062e+00 -1.6484e+00 +1.4051e+00 -3.0807e+00
1698 +9.915400967e+00 +9.915400967e+00 +3.988540097e+01 +3.988540097e+01 +5.7768e-01 -1.6734e+00 -3.8082e+00 -1.8226e+00 +3.1698e+00 +3.7421e+00 -3.6875e+00 -2.4444e+00 +1.3077e+00 -1.6483e+00 +1.7044e+00 -2.0302e+00 +4.2451e+00 +2.4985e+00 -1.6136e+00 +2.6040e+00 -2.2111e+00 -1.6382e+00 +1.3936e+00 -3.0629e+00
2123 +6.218377366e+00 +6.218377366e+00 +3.618837737e+01 +3.618837737e+01 +5.7100e-01 -1.6657e+00 -3.8098e+00 -1.8261e+00 +3.1796e+00 +3.7427e+00 -3.6688e+00 -2.4321e+00 +1.3039e+00 -1.6603e+00 +1.7007e+00 -2.0387e+00 +4.2338e+00 +2.5016e+00 -1.6089e+00 +2.5955e+00 -2.2039e+00 -1.6356e+00 +1.4039e+00 -3.0546e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.664007988e+03 +3.664007988e+03 +3.612297988e+03 +3.612297988e+03 +2.5559e+00 -1.2531e+00 +1.0201e+00 +2.9571e+00 -9.5640e-01 -2.3413e+00 +2.8957e+00 +2.1284e+00 -1.9012e-01 +1.2302e+00 -2.8710e+00 -2.2373e+00 +3.3415e+00 +3.4475e+00 -3.4376e-01 +1.7425e+00 -1.1289e+00 +1.8547e+00 -1.1424e+00 +1.5358e+00
72 +2.413486712e+03 +2.413486712e+03 +2.361776712e+03 +2.361776712e+03 +3.9016e+00 +7.3390e-01 -1.3669e+00 -3.9650e+00 -5.2248e-01 +8.6872e-01 -1.1472e+00 -1.7277e+00 -1.1433e+00 -1.7924e+00 -3.2339e-01 -2.8021e+00 +1.3733e-02 +6.8766e-01 -2.4523e+00 -3.1348e-01 +1.3244e+00 +4.1502e-01 +1.1632e+00 -9.1944e-01
169 +1.200876261e+03 +1.200876261e+03 +1.149166261e+03 +1.149166261e+03 +4.3051e+00 +8.6751e-01 -4.2163e+00 -2.8925e+00 +6.0132e-01 +2.6452e+00 -3.9325e+00 +1.0407e-01 -4.6080e+00 +1.0257e+00 +4.5833e+00 +3.3508e-01 +5.5005e+00 +1.2631e+00 -3.6590e+00 +1.4808e-01 -3.2393e+00 -4.1719e-02 +1.1383e+00 +2.4116e+00
243 +9.813930274e+02 +9.813930274e+02 +9.296830274e+02 +9.296830274e+02 +2.6264e+00 +4.2168e+00 -4.5122e+00 -4.6924e+00 +2.3689e+00 +1.2576e+00 -1.1934e+00 +1.9844e+00 -2.1298e+00 +4.3217e-01 +6.1497e+00 -3.7344e-01 +5.1183e+00 -1.2071e+00 -5.1322e+00 +5.3042e-01 -3.9835e+00 +4.3703e+00 +1.0275e+00 +1.7890e+00
392 +5.791478921e+02 +5.791478921e+02 +5.274378921e+02 +5.274378921e+02 +4.1523e+00 +3.8226e+00 -4.0140e+00 -3.7232e+00 +1.6197e+00 +1.7478e+00 -4.0357e+00 +2.2319e+00 -2.3799e+00 +1.2655e-01 +4.3665e+00 +4.9815e-01 +3.1657e+00 -6.0773e-01 -4.2241e+00 +1.0324e+00 -4.9205e+00 +3.8679e+00 +2.2830e+00 +4.5551e+00
510 +3.973046479e+02 +3.973046479e+02 +3.455946479e+02 +3.455946479e+02 +3.4849e+00 +2.5741e+00 -3.9002e+00 -3.9801e+00 +1.5546e+00 +1.4486e+00 -2.4519e+00 +1.5885e+00 -2.8114e+00 +9.4838e-01 +3.9842e+00 +1.0975e+00 +2.2993e+00 -1.6415e+00 -3.7753e+00 +1.3521e+00 -5.0785e+00 +4.4706e+00 +1.7503e+00 +3.2958e+00
699 +2.504583134e+02 +2.504583134e+02 +1.987483134e+02 +1.987483134e+02 +3.3024e+00 +2.5057e+00 -3.8233e+00 -3.8967e+00 +1.4305e+00 +9.4782e-01 -2.9784e+00 +2.2206e+00 -2.5691e+00 +4.7945e-01 +4.0542e+00 +1.5813e+00 +2.8621e+00 -1.8664e+00 -3.9536e+00 +1.6012e+00 -5.4202e+00 +3.8552e+00 +1.5034e+00 +3.5625e+00
842 +1.413881773e+02 +1.413881773e+02 +8.967817726e+01 +8.967817726e+01 +2.6367e+00 +2.5191e+00 -3.3627e+00 -4.1643e+00 +1.2244e+00 +1.3640e+00 -3.5612e+00 +2.1701e+00 -2.4328e+00 +3.0051e-01 +4.4268e+00 +1.4943e+00 +3.0070e+00 -1.1912e+00 -3.4781e+00 +1.9420e+00 -5.3457e+00 +3.9093e+00 +1.9351e+00 +3.3166e+00
