% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.754661010e+03 +2.754661010e+03 +2.784631010e+03 +2.784631010e+03 +3.9252e+00 +9.3189e-01 -4.5597e+00 +1.1993e+00 -1.5734e+00 -3.4037e+00 +3.7723e+00 +4.5164e+00 -8.6769e-01 -3.6345e-01 +4.2013e+00 +1.3237e+00 -4.1083e+00 +3.9586e-01 +1.4842e-02 +2.5147e+00 -1.4362e+00 -1.7188e+00 -4.4878e+00 +1.8640e+00
6 +2.349487392e+03 +2.349487392e+03 +2.379457392e+03 +2.379457392e+03 +4.0199e+00 -4.3007e+00 -2.7925e+00 -5.4110e-01 -3.4560e+00 -6.4990e-01 -2.8996e+00 -3.6149e+00 +1.5754e-03 -4.7239e+00 -6.5477e-01 +2.2116e+00 -4.9068e-01 +3.4069e+00 +3.6557e-01 -3.3911e-02 -2.0259e+00 -9.1957e-01 -4.8048e+00 -1.7636e+00
192 +1.429378103e+03 +1.429378103e+03 +1.459348103e+03 +1.459348103e+03 +1.5623e+00 -4.5126e-01 -3.5916e+00 -2.4823e+00 -7.9262e-01 +9.9027e-01 +2.2147e-01 -2.1526e+00 -7.0964e-01 +1.3368e+00 -7.9103e-01 -1.5178e+00 +3.6851e+00 +9.0225e-01 +4.2979e-01 +4.1809e-01 -1.4894e+00 -3.5104e+00 +0.0000e+00 -4.4492e-01
520 +8.506401797e+02 +8.506401797e+02 +8.806101797e+02 +8.806101797e+02 -1.7291e-01 -1.7132e+00 -3.4618e+00 -1.2380e+00 +3.3975e+00 +1.8521e+00 -3.8301e-01 -2.6865e-01 -3.0342e-01 -2.0687e+00 +2.8948e-01 -1.4790e+00 +3.0311e+00 +2.5201e+00 +1.8448e-01 +1.5885e+00 -2.0675e+00 -2.7263e+00 +1.4024e+00 -1.8824e+00
931 +6.154856854e+02 +6.154856854e+02 +6.454556854e+02 +6.454556854e+02 -6.2803e-01 -1.1825e+00 -3.1411e+00 -1.6505e+00 +3.6801e+00 +2.9681e+00 -1.9119e+00 -3.1689e+00 +4.6807e-01 -3.0353e+00 -3.3614e-01 -6.4410e-01 +3.9436e+00 +2.6182e+00 +2.5771e-01 +9.8400e-01 -3.2818e+00 +3.3543e-01 +1.5031e+00 -3.0331e+00
1384 +3.971642445e+02 +3.971642445e+02 +4.271342445e+02 +4.271342445e+02 -2.1267e-02 -9.0988e-01 -4.0029e+00 -2.3987e+00 +3.4169e+00 +2.9144e+00 -2.7467e+00 -3.4841e+00 +4.3468e-01 -2.0152e+00 +7.0358e-01 -1.0372e+00 +3.9354e+00 +2.4438e+00 -6.5283e-01 +1.5209e+00 -3.2975e+00 +2.8843e-01 +1.1216e+00 -2.9759e+00
1644 +2.478271951e+02 +2.478271951e+02 +2.777971951e+02 +2.777971951e+02 +8.2947e-01 -1.3204e+00 -4.0138e+00 -1.5368e+00 +3.1705e+00 +2.5692e+00 -3.4932e+00 -3.7679e+00 +5.2323e-02 -2.3047e+00 +7.2600e-01 -8.6207e-01 +3.5585e+00 +1.9157e+00 -1.0228e+00 +2.4742e+00 -3.1823e+00 +4.4842e-01 +1.0112e+00 -3.4893e+00
2067 +1.566977983e+02 +1.566977983e+02 +1.866677983e+02 +1.866677983e+02 +1.0343e+00 -1.3264e+00 -3.6953e+00 -1.6272e+00 +3.2417e+00 +2.4415e+00 -3.8767e+00 -3.3757e+00 +4.2937e-02 -1.9833e+00 +5.2456e-01 -1.1263e+00 +3.4733e+00 +2.2260e+00 -1.4072e+00 +2.7541e+00 -3.2354e+00 +3.9656e-03 +1.2448e+00 -3.4613e+00
2873 +9.830148550e+01 +9.830148550e+01 +1.282714855e+02 +1.282714855e+02 +1.0854e+00 -1.5560e+00 -3.5863e+00 -1.6783e+00 +3.1123e+00 +2.7795e+00 -4.1677e+00 -3.3653e+00 +1.1072e-01 -1.8653e+00 +6.4796e-01 -1.1757e+00 +3.5808e+00 +2.2509e+00 -1.3792e+00 +2.5693e+00 -3.0902e+00 -8.9524e-02 +1.4507e+00 -3.4634e+00
3433 +6.172659713e+01 +6.172659713e+01 +9.169659713e+01 +9.169659713e+01 +1.1558e+00 -1.5959e+00 -3.5628e+00 -1.8170e+00 +3.0829e+00 +2.7615e+00 -4.1206e+00 -3.3212e+00 +1.7345e-01 -1.9085e+00 +7.7034e-01 -1.2886e+00 +3.6465e+00 +2.2126e+00 -1.4130e+00 +2.7153e+00 -3.0733e+00 -1.5550e-01 +1.6099e+00 -3.6495e+00
