% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3310 +9.874872330e+00 +9.874872330e+00 +2.963348723e+02 +2.963348723e+02
% function evaluation | noise-free fitness - Fopt (1.134200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.650746373e+01 +8.650746373e+01 +1.999274637e+02 +1.999274637e+02
648 +5.928283990e+01 +5.928283990e+01 +1.727028399e+02 +1.727028399e+02
1089 +3.790457006e+01 +3.790457006e+01 +1.513245701e+02 +1.513245701e+02
1703 +2.444467744e+01 +2.444467744e+01 +1.378646774e+02 +1.378646774e+02
2844 +1.569010555e+01 +1.569010555e+01 +1.291101055e+02 +1.291101055e+02
3783 +9.923661182e+00 +9.923661182e+00 +1.233436612e+02 +1.233436612e+02
% function evaluation | noise-free fitness - Fopt (-1.958600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.599187114e+01 +8.599187114e+01 -1.098681289e+02 -1.098681289e+02
707 +6.249619607e+01 +6.249619607e+01 -1.333638039e+02 -1.333638039e+02
1438 +3.177507794e+01 +3.177507794e+01 -1.640849221e+02 -1.640849221e+02
2203 +2.491349548e+01 +2.491349548e+01 -1.709465045e+02 -1.709465045e+02
% function evaluation | noise-free fitness - Fopt (-5.760000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.640602342e+01 +8.640602342e+01 +8.064602342e+01 +8.064602342e+01
1126 +6.173968809e+01 +6.173968809e+01 +5.597968809e+01 +5.597968809e+01
3192 +3.815279109e+01 +3.815279109e+01 +3.239279109e+01 +3.239279109e+01
% function evaluation | noise-free fitness - Fopt (-4.986500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.609647105e+01 +8.609647105e+01 -4.125535290e+02 -4.125535290e+02
764 +6.197563513e+01 +6.197563513e+01 -4.366743649e+02 -4.366743649e+02
1253 +3.764466171e+01 +3.764466171e+01 -4.610053383e+02 -4.610053383e+02
1904 +2.430953373e+01 +2.430953373e+01 -4.743404663e+02 -4.743404663e+02
4393 +1.575121927e+01 +1.575121927e+01 -4.828987807e+02 -4.828987807e+02
% function evaluation | noise-free fitness - Fopt (-4.286000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.650148201e+01 +8.650148201e+01 +4.364148201e+01 +4.364148201e+01
792 +5.933386805e+01 +5.933386805e+01 +1.647386805e+01 +1.647386805e+01
1344 +3.950036102e+01 +3.950036102e+01 -3.359638983e+00 -3.359638983e+00
2674 +2.351916236e+01 +2.351916236e+01 -1.934083764e+01 -1.934083764e+01
