% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.168510579e+04 +2.168510579e+04 +2.183425579e+04 +2.183425579e+04 +1.9993e+00 +2.2142e+00 -1.6835e+00
2 +2.089210062e+03 +2.089210062e+03 +2.238360062e+03 +2.238360062e+03 +1.1341e+00 -1.1169e+00 -1.4328e+00
9 +6.597339886e+02 +6.597339886e+02 +8.088839886e+02 +8.088839886e+02 -7.9037e-01 -3.4153e+00 +1.7750e+00
20 +5.370740242e+02 +5.370740242e+02 +6.862240242e+02 +6.862240242e+02 -1.8835e+00 -2.7924e+00 +1.9546e+00
32 +1.482416089e+02 +1.482416089e+02 +2.973916089e+02 +2.973916089e+02 -1.0443e+00 -1.5864e-01 +4.3245e-01
34 +5.258736866e+01 +5.258736866e+01 +2.017373687e+02 +2.017373687e+02 +2.6862e-01 -2.1746e-01 +7.5634e-01
86 +3.532124241e+01 +3.532124241e+01 +1.844712424e+02 +1.844712424e+02 -2.2097e-01 -1.1896e+00 -6.6279e-01
108 +1.898417068e+01 +1.898417068e+01 +1.681341707e+02 +1.681341707e+02 -1.1171e+00 -1.6845e+00 -6.3644e-01
109 +1.117650067e+01 +1.117650067e+01 +1.603265007e+02 +1.603265007e+02 -9.2289e-01 -1.1468e+00 -1.1664e+00
116 +3.332819726e+00 +3.332819726e+00 +1.524828197e+02 +1.524828197e+02 -6.9238e-01 -1.1540e+00 -1.0598e+00
151 +2.221229441e+00 +2.221229441e+00 +1.513712294e+02 +1.513712294e+02 -9.4556e-01 -1.3772e+00 -9.1897e-01
196 +1.497137319e+00 +1.497137319e+00 +1.506471373e+02 +1.506471373e+02 -7.5879e-01 -1.3114e+00 -9.5816e-01
291 +9.957555577e-01 +9.957555577e-01 +1.501457556e+02 +1.501457556e+02 -6.2739e-01 -1.1883e+00 -9.4694e-01
367 +6.109524676e-01 +6.109524676e-01 +1.497609525e+02 +1.497609525e+02 -4.6701e-01 -1.0224e+00 -8.7216e-01
493 +3.527873136e-01 +3.527873136e-01 +1.495027873e+02 +1.495027873e+02 -3.3532e-01 -8.6790e-01 -7.3400e-01
554 +2.484512472e-01 +2.484512472e-01 +1.493984512e+02 +1.493984512e+02 -2.8460e-01 -7.9034e-01 -6.3948e-01
585 +1.582794732e-01 +1.582794732e-01 +1.493082795e+02 +1.493082795e+02 -2.3983e-01 -7.0316e-01 -5.4644e-01
624 +6.319320009e-02 +6.319320009e-02 +1.492131932e+02 +1.492131932e+02 -1.7363e-01 -5.9146e-01 -3.7337e-01
648 +6.064315308e-02 +6.064315308e-02 +1.492106432e+02 +1.492106432e+02 -1.4920e-01 -5.3862e-01 -2.9865e-01
649 +3.107365476e-02 +3.107365476e-02 +1.491810737e+02 +1.491810737e+02 -1.2764e-01 -5.0972e-01 -2.3130e-01
714 +2.318305199e-02 +2.318305199e-02 +1.491731831e+02 +1.491731831e+02 -1.1274e-01 -4.7465e-01 -1.8302e-01
747 +1.172155605e-02 +1.172155605e-02 +1.491617216e+02 +1.491617216e+02 -1.0198e-01 -4.5796e-01 -1.4627e-01
753 +8.030044405e-03 +8.030044405e-03 +1.491580300e+02 +1.491580300e+02 -9.5020e-02 -4.4617e-01 -1.2652e-01
763 +4.160839080e-03 +4.160839080e-03 +1.491541608e+02 +1.491541608e+02 -8.3945e-02 -4.2813e-01 -9.2363e-02
