% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.926974406e+01 +1.926974406e+01 +2.613974406e+01 +2.613974406e+01 +3.4785e+00 -2.3545e+00 -2.1986e+00 -1.7080e+00 +3.5075e+00 +4.4636e+00 +1.0976e+00 +2.4617e+00 +1.5929e+00 +4.0286e+00 +7.5288e-01 -2.4094e+00 +4.0188e+00 +4.6705e+00 -3.8912e+00 +2.5695e+00 -1.2687e+00 -2.1624e+00 -7.3374e-01 +3.9778e+00
2 +1.184331895e+01 +1.184331895e+01 +1.871331895e+01 +1.871331895e+01 +2.8721e+00 +1.2509e+00 -8.5248e-01 -7.4993e-01 +2.7280e+00 +9.2892e-01 -9.1871e-01 +3.7184e+00 -3.7790e+00 +3.7053e+00 +1.2917e+00 -1.8104e+00 +3.6278e+00 -3.2070e+00 -1.8462e+00 +3.1400e+00 +3.2853e+00 +3.6762e-01 -4.2049e+00 -6.2336e-01
4 +9.088906200e+00 +9.088906200e+00 +1.595890620e+01 +1.595890620e+01 +2.9484e+00 +2.4089e+00 -4.9595e+00 -3.8169e+00 +1.5950e+00 -3.5758e+00 +4.9934e+00 +3.5246e+00 +1.8806e+00 +3.7117e+00 -8.5787e-01 +4.5174e+00 +4.1611e+00 -2.2143e+00 +4.7648e-01 -7.5032e-01 +1.2123e+00 -8.4865e-01 -4.7921e+00 -4.4067e+00
13 +6.050880903e+00 +6.050880903e+00 +1.292088090e+01 +1.292088090e+01 -1.7493e+00 +4.1578e+00 -4.8911e+00 -3.4339e+00 -1.7536e+00 -1.8810e+00 +4.6068e+00 +2.9656e+00 -4.2575e+00 +1.0910e+00 +7.0788e-01 +3.8174e+00 -3.9899e+00 -3.0630e+00 -3.7985e+00 +8.4106e-01 -5.4672e-01 +3.2283e+00 +3.7494e+00 -1.0380e+00
17453 +3.902354711e+00 +3.902354711e+00 +1.077235471e+01 +1.077235471e+01 +3.2303e+00 -1.7775e+00 +5.4483e-01 -8.0148e-01 -2.0975e+00 +2.5182e-01 -2.7268e+00 +2.0718e+00 -2.7105e+00 -4.7908e+00 +1.3442e+00 -2.9318e+00 +3.4515e+00 +2.6964e+00 -3.0282e+00 -3.4792e+00 +2.2457e+00 -2.6643e+00 +2.6056e+00 -4.2406e+00
413818 +1.924379981e+00 +1.924379981e+00 +8.794379981e+00 +8.794379981e+00 +3.5038e+00 -2.0200e-01 +2.3200e+00 -4.5412e+00 -3.7999e+00 -2.1455e+00 -3.7981e+00 +4.3775e+00 -3.9606e+00 -3.1964e+00 -2.4237e+00 +3.2602e+00 +7.6757e-01 +4.4259e-02 -2.9653e+00 -4.6008e+00 +4.9201e+00 -3.4807e+00 +2.8953e+00 -4.1963e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.558887709e+01 +1.558887709e+01 +1.559887709e+01 +1.559887709e+01 +2.4522e-01 -1.4827e+00 -1.4663e+00 +2.0033e+00 -3.5068e+00 -3.9678e+00 +1.4845e+00 -2.8124e+00 -4.3190e+00 -4.8967e+00 -3.9539e+00 +2.2740e+00 -2.7830e+00 +1.4335e-01 +2.8106e+00 -1.0921e+00 -7.9709e-01 +4.2349e-01 +4.1740e+00 -4.6357e-02
6 +9.107475482e+00 +9.107475482e+00 +9.117475482e+00 +9.117475482e+00 +3.6659e+00 -2.8053e+00 +3.4964e+00 +4.1982e+00 +4.7805e+00 -3.7905e+00 +4.7989e+00 -3.7446e+00 +3.3154e+00 +2.9367e+00 +3.2224e+00 +2.6243e+00 +2.9552e+00 +1.1260e+00 -1.6801e-01 -2.1535e+00 -2.0253e+00 -1.8888e+00 -3.1718e+00 +2.6087e+00
47 +6.267486651e+00 +6.267486651e+00 +6.277486651e+00 +6.277486651e+00 +3.5713e+00 -1.2139e+00 -7.0966e-01 -3.5636e-01 +3.3244e+00 +5.1064e-01 +2.8495e+00 +1.1618e-01 -4.2294e+00 -1.8942e+00 +4.5417e+00 +2.7177e-01 +2.0469e+00 +3.0835e+00 -3.7382e+00 -4.3600e+00 +2.6939e+00 +4.6767e+00 +2.1908e+00 +4.8547e+00
