% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.229975312e+03 +2.229975312e+03 +2.322915312e+03 +2.322915312e+03 -2.3253e+00 -3.5440e+00 +3.4581e+00 +2.9848e+00 -2.6083e+00 +1.6614e+00 -3.4693e+00 -3.7421e-02 -1.3947e+00 +1.2582e+00 -1.0668e+00 -3.5660e+00 -2.2711e+00 -2.7842e+00 -3.1436e-01 -1.2187e+00 -3.0556e+00 -3.3576e+00 -3.6165e+00 -3.8453e+00
14 +1.419291222e+03 +1.419291222e+03 +1.512231222e+03 +1.512231222e+03 -3.3114e+00 -2.9604e+00 +5.4853e+00 +3.6059e+00 -3.1702e+00 +6.7745e+00 -2.6965e+00 +6.5635e-02 +1.1745e+00 +1.0994e+00 +1.3512e+00 -6.0922e+00 -1.1125e+00 +1.8607e-01 -3.8755e+00 -2.4828e-01 -2.1543e+00 -2.7483e+00 -1.6754e+00 -4.8911e+00
27 +8.650431073e+02 +8.650431073e+02 +9.579831073e+02 +9.579831073e+02 -2.2643e+00 -4.6520e+00 +3.8387e+00 -1.6357e-02 -1.1440e+00 +3.3717e+00 -1.6731e+00 -2.6374e+00 +1.6646e+00 +3.0092e+00 +2.1716e+00 -2.9213e+00 -1.6619e+00 -1.5566e+00 -1.1269e+00 -1.3260e+00 +2.9929e-01 -4.3334e-01 +1.1782e+00 -5.9495e+00
72 +4.655245138e+02 +4.655245138e+02 +5.584645138e+02 +5.584645138e+02 -4.9650e+00 -2.6108e+00 +3.2565e+00 +3.4532e+00 -1.8605e+00 +5.7598e+00 +6.7692e-01 +1.2363e+00 +5.1895e+00 +3.9554e+00 +9.8545e-01 -1.3103e+00 -6.0623e-01 -1.6665e+00 -2.5062e-01 -2.2584e+00 +2.0628e+00 -1.5916e+00 +2.4478e+00 -5.6569e+00
153 +3.826227074e+02 +3.826227074e+02 +4.755627074e+02 +4.755627074e+02 -2.4118e+00 -1.0542e+00 +1.5319e+00 +1.5296e+00 -2.2919e+00 +3.8715e+00 -1.8430e+00 +2.9281e+00 +3.9665e+00 +1.0192e+00 +3.7036e+00 -3.9655e+00 -1.6054e+00 -1.2522e+00 +2.7665e+00 +1.5254e+00 +2.9383e+00 -1.1444e+00 +3.1645e+00 -5.8251e+00
167 +2.240041705e+02 +2.240041705e+02 +3.169441705e+02 +3.169441705e+02 -2.3838e+00 -1.4376e+00 +9.6455e-01 +3.5040e+00 -1.2445e+00 +3.6792e+00 -8.9320e-01 -8.5851e-01 +3.9910e+00 +3.5114e+00 +2.2998e+00 -2.7236e+00 -1.9115e+00 +2.9866e-01 +1.5960e+00 +1.1211e+00 +3.7566e+00 -2.8242e+00 +4.7831e+00 -4.7970e+00
207 +1.553274100e+02 +1.553274100e+02 +2.482674100e+02 +2.482674100e+02 -4.5381e-02 -2.3709e+00 +1.8497e+00 +3.1022e+00 +6.0726e-02 +4.2247e+00 +6.7673e-01 +1.6681e+00 +3.2429e+00 +3.1106e+00 +2.2777e+00 -6.4760e-01 -2.6396e+00 +4.1413e-02 +1.7746e+00 +1.0248e+00 +3.6020e+00 -4.9020e+00 +2.0603e+00 -3.1600e+00
296 +8.837121624e+01 +8.837121624e+01 +1.813112162e+02 +1.813112162e+02 +1.3838e+00 +1.6857e-01 +6.0341e-01 +3.2465e+00 +4.5758e-01 +3.8728e+00 +1.6367e+00 -4.1842e-01 +3.0820e+00 +2.0689e+00 +3.3182e+00 -1.4711e+00 -2.3349e+00 -1.6905e+00 +2.0775e+00 +1.0231e+00 +5.8717e+00 -5.6967e+00 +3.8891e+00 -1.5721e+00
510 +6.016313143e+01 +6.016313143e+01 +1.531031314e+02 +1.531031314e+02 +6.7207e-01 -9.2876e-01 -9.3717e-01 +2.6284e+00 +2.8953e+00 +4.6300e+00 +1.9506e+00 -1.9303e+00 +6.4400e-01 +3.1220e+00 +4.1711e+00 -2.0430e+00 -3.6334e+00 +1.1153e+00 +1.5984e+00 +1.4127e+00 +5.4713e+00 -4.9234e+00 -5.0461e-01 -2.1032e+00
603 +2.394605670e+01 +2.394605670e+01 +1.168860567e+02 +1.168860567e+02 +1.4920e+00 +5.8469e-01 -1.9433e-01 +3.3249e+00 +1.8820e+00 +4.6764e+00 +4.4884e-01 -1.5717e+00 +2.0628e+00 +2.9301e+00 +2.7858e+00 -2.8206e+00 -3.9846e+00 +2.2290e-01 +1.6202e+00 +3.1207e+00 +4.7814e+00 -4.8490e+00 +1.6545e+00 -1.1928e+00
742 +1.433139012e+01 +1.433139012e+01 +1.072713901e+02 +1.072713901e+02 +6.3240e-01 +8.9631e-01 +8.8267e-02 +3.1935e+00 +1.8959e+00 +4.8741e+00 +1.3548e+00 -1.3955e+00 +2.1890e+00 +3.2987e+00 +2.5109e+00 -3.3487e+00 -1.9229e+00 +1.1976e+00 +1.3172e+00 +1.3500e+00 +4.2726e+00 -4.2162e+00 +6.3210e-01 -6.5818e-01
934 +9.627733017e+00 +9.627733017e+00 +1.025677330e+02 +1.025677330e+02 +1.2673e+00 +1.5851e+00 +1.4425e-01 +3.1848e+00 +1.4828e+00 +4.6793e+00 +1.5320e+00 -1.4306e+00 +2.5007e+00 +2.7826e+00 +1.8177e+00 -2.6198e+00 -2.4390e+00 +1.1262e-01 +1.8195e+00 +1.0086e+00 +4.0145e+00 -4.0585e+00 +1.0486e+00 -6.6693e-01
1250 +6.290251662e+00 +6.290251662e+00 +9.923025166e+01 +9.923025166e+01 +8.4624e-01 +1.9052e+00 +1.8138e-01 +3.1174e+00 +1.3246e+00 +4.3036e+00 +1.8492e+00 -1.4551e+00 +2.2691e+00 +2.7577e+00 +2.2300e+00 -3.3331e+00 -2.5113e+00 +1.0350e-02 +1.6080e+00 +1.3821e+00 +4.3094e+00 -3.8643e+00 +1.8584e+00 -5.7386e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.896678707e+03 +2.896678707e+03 +2.932028707e+03 +2.932028707e+03 -2.4839e+00 +6.0473e-01 +3.0328e+00 -4.9412e-02 +1.6385e+00 +2.9707e+00 +1.1977e+00 -1.7030e+00 +3.8859e+00 +7.6172e-02 +2.5413e+00 -1.8162e+00 -1.2624e-01 +5.1570e-01 -3.0499e+00 +3.4816e+00 -2.9849e+00 -1.6067e+00 +1.4173e+00 +3.4039e+00
2 +2.178698997e+03 +2.178698997e+03 +2.214048997e+03 +2.214048997e+03 -3.3490e+00 -2.7264e+00 +3.2835e+00 +5.2594e-01 -6.5443e-01 +5.3526e+00 +3.5760e+00 -1.7783e+00 +4.5404e+00 +4.2545e-01 +2.1679e+00 -3.6458e-01 -1.3029e+00 +4.8821e+00 -3.3227e+00 +3.7094e+00 -8.5141e-01 -1.4881e+00 +1.2260e+00 +1.7392e+00
29 +8.916502957e+02 +8.916502957e+02 +9.270002957e+02 +9.270002957e+02 -1.5111e+00 +1.0953e+00 +7.2314e+00 +4.4385e+00 -1.0805e+00 +3.9550e+00 +5.9579e-01 -9.7062e-02 +7.6775e-02 +9.1943e-01 +1.6966e+00 +4.8315e-01 +6.1668e+00 +3.5405e+00 -1.4179e+00 +2.5425e+00 -4.7827e+00 -5.6492e-01 +6.7507e+00 +1.8713e+00
103 +5.514117103e+02 +5.514117103e+02 +5.867617103e+02 +5.867617103e+02 -2.8501e+00 -7.8195e+00 +2.6532e+00 +4.9333e+00 +3.3194e-01 -7.4328e-01 +5.0101e+00 -1.3353e+00 +6.1479e+00 -9.7677e-02 +3.3161e+00 -1.7119e+00 +2.3209e+00 +5.6981e+00 -4.4422e+00 +2.1835e+00 +4.2936e-01 +1.6861e+00 +2.2165e+00 +3.8464e+00
268 +3.726982352e+02 +3.726982352e+02 +4.080482352e+02 +4.080482352e+02 -3.9203e+00 -6.0059e+00 +4.3922e+00 +1.8445e+00 -2.3899e-01 +2.5342e+00 +3.3439e+00 +5.5402e+00 +3.8203e+00 -1.6139e+00 -8.9485e-01 +4.4373e-01 +2.3420e+00 +1.4905e+00 -2.4660e+00 +3.4722e+00 -5.6794e-02 +9.4079e-01 +7.0079e+00 +5.1437e+00
347 +2.341077129e+02 +2.341077129e+02 +2.694577129e+02 +2.694577129e+02 -2.0881e+00 -5.9793e+00 +4.0755e+00 +3.7573e-01 -2.2549e+00 +2.2283e+00 +4.0060e+00 +2.3783e+00 +3.6359e+00 -3.8202e+00 +1.1509e+00 -2.9261e+00 +1.8843e+00 +6.4719e+00 +1.1068e-01 +2.9792e+00 +3.0150e+00 -6.7353e-01 +3.0271e+00 +7.2321e-01
371 +1.339154288e+02 +1.339154288e+02 +1.692654288e+02 +1.692654288e+02 -2.7229e+00 -4.7934e+00 +5.2735e+00 +7.9352e-01 -6.6339e-01 +2.9155e+00 +4.6791e+00 +4.1364e+00 +3.0762e+00 -3.4483e+00 +3.2337e+00 -1.1910e+00 +1.3636e+00 +5.0029e+00 -5.0202e-01 +2.9845e+00 +2.0866e+00 -4.0173e-01 +4.5990e+00 +3.0139e+00
447 +9.565168505e+01 +9.565168505e+01 +1.310016851e+02 +1.310016851e+02 -1.7314e+00 -2.6663e+00 +5.3994e+00 +3.9977e-01 +3.3096e-02 +2.5485e+00 +4.2346e+00 +4.3689e+00 +3.9359e+00 -2.6739e+00 +1.2043e+00 -2.4124e+00 +2.1806e+00 +3.3533e+00 -1.1416e+00 +2.6557e+00 +8.4192e-01 +1.9760e-01 +6.0124e+00 +2.5835e+00
690 +5.795758379e+01 +5.795758379e+01 +9.330758379e+01 +9.330758379e+01 -3.1721e-01 -1.4134e+00 +3.6436e+00 -2.2731e-01 +6.1819e-01 +2.1050e+00 +3.7984e+00 +4.2729e+00 +2.2749e+00 -3.8934e+00 +2.6421e-01 -2.8057e+00 +1.2995e+00 +4.4490e+00 -4.1873e-01 +2.2485e+00 +1.8485e+00 -6.0159e-02 +5.3246e+00 +3.4694e+00
763 +3.909793853e+01 +3.909793853e+01 +7.444793853e+01 +7.444793853e+01 -8.5130e-01 -1.5343e+00 +3.7306e+00 -2.1723e-01 +4.6674e-01 +1.3745e+00 +3.5943e+00 +3.8517e+00 +1.6258e+00 -3.8514e+00 +1.6802e-01 -3.1677e+00 +8.8480e-01 +4.6085e+00 -7.4198e-01 +1.9028e+00 +2.9684e+00 +8.0124e-02 +4.9112e+00 +3.3183e+00
918 +2.504510276e+01 +2.504510276e+01 +6.039510276e+01 +6.039510276e+01 +4.7551e-02 -1.2170e+00 +4.8891e+00 -5.7146e-01 -1.0142e+00 +7.1501e-01 +3.2541e+00 +3.5988e+00 +3.1194e-01 -3.7851e+00 +7.3594e-01 -2.2224e+00 +5.5790e-01 +4.8604e+00 +9.1912e-02 +1.6060e+00 +3.7390e+00 +9.2764e-01 +4.0851e+00 +3.9892e+00
1119 +1.412091208e+01 +1.412091208e+01 +4.947091208e+01 +4.947091208e+01 +8.5422e-01 -5.2294e-01 +4.3509e+00 -2.1777e-01 -1.3489e+00 +1.0396e-01 +2.9471e+00 +2.9539e+00 +6.8766e-01 -3.0596e+00 +1.1167e+00 -1.7709e+00 +3.6252e-01 +4.7126e+00 +1.1769e-01 +2.0585e+00 +3.5385e+00 +3.2873e-01 +4.7528e+00 +4.3663e+00
1353 +9.292238703e+00 +9.292238703e+00 +4.464223870e+01 +4.464223870e+01 +1.3505e+00 -3.1558e-01 +3.8688e+00 -6.4856e-01 -1.4870e+00 -3.9245e-01 +3.2360e+00 +2.0920e+00 +5.3827e-01 -3.4294e+00 +4.7382e-01 -1.6535e+00 +6.3744e-01 +4.8453e+00 +7.0125e-01 +2.7809e+00 +3.8378e+00 +6.9037e-01 +4.6582e+00 +3.9310e+00
4605 +5.829672912e+00 +5.829672912e+00 +4.117967291e+01 +4.117967291e+01 +1.2044e+00 +4.2486e-01 +3.6340e+00 +7.3367e-02 -1.2361e+00 -5.6391e-01 +3.1262e+00 +2.2424e+00 +4.8584e-01 -2.4915e+00 +1.2257e-02 -2.2971e+00 +2.4697e+00 +4.2853e+00 -2.2573e-01 +2.8015e+00 +2.5458e+00 +1.0133e+00 +4.0758e+00 +3.1566e+00
4949 +3.201470605e+00 +3.201470605e+00 +3.855147060e+01 +3.855147060e+01 +1.5704e+00 +4.8512e-01 +3.3697e+00 +1.1806e-01 -1.2995e+00 -1.0436e+00 +2.9283e+00 +1.6841e+00 +7.3942e-01 -2.3727e+00 +7.0457e-02 -2.4793e+00 +2.3710e+00 +4.3163e+00 -4.0097e-02 +3.2759e+00 +2.8778e+00 +8.6161e-01 +3.9548e+00 +2.8218e+00
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.179066611e+03 +3.179066611e+03 +3.182886611e+03 +3.182886611e+03 +2.4995e+00 +3.3158e+00 -6.5796e-01 +3.5787e+00 +7.4166e-01 +2.9429e+00 -3.8558e+00 -1.7131e+00 +1.8248e+00 -2.5749e+00 -8.4454e-01 +2.1865e+00 +2.1808e+00 +3.8324e+00 +3.2408e+00 +4.3282e-01 +1.6187e+00 +2.8643e+00 -1.1034e+00 +1.3828e-01
5 +1.512240630e+03 +1.512240630e+03 +1.516060630e+03 +1.516060630e+03 +2.4996e+00 +2.6801e+00 +1.5320e+00 -1.6932e-01 +1.5980e+00 +4.7342e+00 -2.3939e+00 -5.5736e-01 +1.9054e+00 -1.2207e+00 +2.9326e-01 +1.6752e+00 +1.4258e+00 +3.2406e+00 +2.9058e-01 -3.5184e-02 +1.8556e+00 +3.4939e+00 +1.7836e+00 -5.6367e-01
37 +6.087313436e+02 +6.087313436e+02 +6.125513436e+02 +6.125513436e+02 +5.7939e+00 +1.2511e+00 +4.2940e+00 +2.8989e+00 +1.4537e+00 +3.5713e+00 -3.3325e+00 +8.5614e-01 +4.8172e-01 -3.6665e+00 +3.4570e+00 -3.7577e+00 -1.8110e+00 -8.1130e-01 +4.3089e+00 -1.1996e+00 +4.4210e-03 +4.1056e+00 -1.1985e+00 +1.9514e+00
94 +3.602619429e+02 +3.602619429e+02 +3.640819429e+02 +3.640819429e+02 +4.7467e+00 -4.0659e-01 +5.8487e-01 +3.9055e-01 +3.2270e-02 +1.2808e+00 -5.2777e+00 -2.2609e+00 +2.8468e+00 -9.8174e-01 +3.6878e+00 -9.5208e-01 +9.0349e-01 -2.3966e+00 +1.4089e+00 +3.4641e-01 -2.9866e+00 +3.0909e+00 -1.8868e+00 +3.2673e+00
232 +1.201795988e+02 +1.201795988e+02 +1.239995988e+02 +1.239995988e+02 +3.0460e+00 +1.2401e+00 +1.4508e+00 -9.5207e-01 -1.8025e+00 +8.9644e-01 -9.9928e-01 -7.1267e-01 +2.9941e-02 -2.1939e+00 +3.0246e+00 +1.3026e+00 -2.5539e+00 -8.0133e-01 -1.3025e+00 -4.1651e-01 +1.0524e+00 +2.9809e+00 +3.3475e+00 +3.9027e+00
438 +8.081212481e+01 +8.081212481e+01 +8.463212481e+01 +8.463212481e+01 +4.5438e+00 +1.4595e+00 +2.0134e+00 +2.1606e-01 +1.0398e+00 +1.7203e+00 -1.3107e+00 -1.3517e-01 -6.0699e-01 -1.8340e+00 +3.5191e+00 +2.4610e+00 -1.0806e+00 -1.4746e+00 -3.5999e-01 -7.9162e-01 +3.1231e+00 +2.1921e+00 +2.7362e+00 +4.1980e+00
622 +6.073495121e+01 +6.073495121e+01 +6.455495121e+01 +6.455495121e+01 +5.6930e+00 +4.6575e-01 +2.3558e+00 +3.4291e-02 +3.1711e+00 +8.4911e-01 +8.6418e-01 -7.8261e-01 -6.9087e-01 -1.1218e+00 +2.7478e+00 +3.3825e+00 -5.7481e-01 -2.3698e+00 -1.4414e+00 -8.1621e-01 +4.2691e+00 +1.6436e+00 +3.0880e+00 +4.2863e+00
